"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [°C]","1: Peltier power [%]"
11.67,"","","",213.3791,-16.0517,222.2109,-13.5386,37.0010,14.8140
11.70,"","","",213.3655,-15.6889,222.2175,-13.3506,37.0010,14.7720
11.73,"","","",213.3628,-15.3262,222.2165,-13.0685,37.0000,14.8000
11.77,"","","",213.4145,-14.9634,222.2485,-12.8805,36.9990,14.8400
11.80,"","","",213.4834,-14.6007,222.2842,-12.7865,37.0000,14.8410
11.83,"","","",213.4698,-14.2379,222.2485,-12.5984,37.0010,14.8050
11.87,"","","",213.4916,-13.8752,222.2917,-12.3164,37.0000,14.8320
11.90,"","","",213.5097,-13.5124,222.3115,-12.0343,36.9990,14.8530
11.93,"","","",213.5070,-13.1497,222.3670,-11.9403,37.0000,14.8440
11.97,"","","",213.5152,-12.7869,222.3717,-11.8463,37.0020,14.7930
12.00,"","","",213.5451,-12.4242,222.3820,-11.6582,37.0010,14.7860
12.03,"","","",213.5569,-12.0614,222.3764,-11.4702,37.0000,14.7940
12.07,"","","",213.5959,-11.8800,222.3416,-11.0941,37.0010,14.7520
12.10,"","","",213.6503,-11.7894,222.3510,-10.8121,37.0010,14.7110
12.13,"","","",213.6775,-11.6080,222.3773,-10.5300,36.9990,14.7740
12.17,"","","",213.6621,-11.3359,222.4055,-10.3420,36.9990,14.7760
12.20,"","","",213.6612,-11.0639,222.4036,-10.1540,37.0000,14.7790
12.23,"","","",213.6775,-10.7918,222.4159,-9.8719,36.9990,14.8080
12.27,"","","",213.6793,-10.5197,222.4168,-9.6839,37.0000,14.7990
12.30,"","","",213.6802,-10.2477,222.4412,-9.4018,37.0010,14.7830
12.33,"","","",213.7129,-10.0663,222.4356,-9.1198,37.0010,14.7390
12.37,"","","",213.7337,-9.8849,222.5089,-8.7437,37.0010,14.7290
12.40,"","","",213.7691,-9.7035,222.5400,-8.4616,37.0010,14.6970
12.43,"","","",213.7782,-9.5222,222.5202,-8.2736,37.0000,14.7280
12.47,"","","",213.7918,-9.4315,222.4995,-8.0856,37.0000,14.7250
12.50,"","","",213.7936,-9.2501,222.5165,-7.8975,36.9990,14.7540
12.53,"","","",213.8063,-9.1594,222.5343,-7.7095,37.0020,14.6880
12.57,"","","",213.8326,-8.9780,222.5578,-7.5214,37.0030,14.6670
12.60,"","","",213.8680,-8.8874,222.5926,-7.4274,37.0030,14.6400
12.63,"","","",213.8879,-8.7967,222.6302,-7.3334,37.0010,14.6310
12.67,"","","",213.8888,-8.7060,222.6387,-7.4274,36.9990,14.6770
12.70,"","","",213.8952,-8.6153,222.6481,-7.3334,36.9990,14.6850
12.73,"","","",213.9269,-8.5246,222.6923,-7.3334,36.9990,14.7220
12.77,"","","",213.9160,-8.4339,222.7195,-7.3334,36.9990,14.7530
12.80,"","","",213.9097,-8.2525,222.6753,-7.2394,36.9990,14.7800
12.83,"","","",213.8997,-8.0712,222.6105,-6.9573,37.0000,14.7600
12.87,"","","",213.8843,-7.8898,222.6753,-6.8633,37.0010,14.7160
12.90,"","","",213.9187,-7.7991,222.7026,-6.8633,37.0020,14.6960
12.93,"","","",213.9514,-7.7991,222.7054,-6.7693,37.0000,14.7050
12.97,"","","",213.9641,-7.7084,222.7195,-6.6753,36.9990,14.7390
13.00,"","","",213.9713,-7.6177,222.7195,-6.6753,36.9990,14.7630
13.03,"","","",214.0004,-7.4364,222.7092,-6.5813,37.0000,14.7350
13.07,"","","",214.0330,-7.3457,222.7177,-6.3932,36.9990,14.7650
13.10,"","","",214.0602,-7.2550,222.6782,-6.2052,37.0010,14.7320
13.13,"","","",214.0874,-7.2550,222.6941,-6.1112,36.9990,14.7650
13.17,"","","",214.0811,-7.2550,222.7280,-5.9231,37.0000,14.7460
13.20,"","","",214.0403,-7.1643,222.7900,-5.9231,37.0000,14.7250
13.23,"","","",214.0013,-6.8922,222.8201,-5.9231,37.0010,14.6990
13.27,"","","",214.0031,-6.6202,222.8436,-6.1112,37.0020,14.6470
13.30,"","","",214.0783,-6.4388,222.8436,-6.1112,37.0040,14.6080
13.33,"","","",214.1246,-6.4388,222.7778,-6.1112,37.0020,14.6000
13.37,"","","",214.0765,-6.1667,222.7684,-6.0172,37.0020,14.5820
13.40,"","","",214.0330,-5.9854,222.7515,-5.7351,37.0030,14.5230
13.43,"","","",214.0629,-5.8040,222.7806,-5.5471,37.0010,14.5280
13.47,"","","",214.0901,-5.8040,222.7900,-5.3590,37.0020,14.4870
13.50,"","","",214.1146,-5.7133,222.8013,-5.1710,37.0000,14.4900
13.53,"","","",214.1092,-5.5319,222.8474,-5.0770,37.0000,14.5030
13.57,"","","",214.0729,-5.3506,222.9264,-5.0770,36.9990,14.5320
13.60,"","","",214.0693,-5.0785,222.9141,-4.9830,36.9980,14.5630
13.63,"","","",214.1083,-4.8064,222.8380,-4.7949,36.9980,14.5840
13.67,"","","",214.1409,-4.7157,222.8352,-4.5129,36.9990,14.6180
13.70,"","","",214.1600,-4.6251,222.8418,-4.4189,36.9980,14.6410
13.73,"","","",214.1572,-4.5344,222.8455,-4.3248,37.0000,14.6250
13.77,"","","",214.1228,-4.3530,222.8530,-4.1368,37.0020,14.5830
13.80,"","","",214.1119,-4.1716,222.8756,-3.9488,37.0040,14.5200
13.83,"","","",214.1255,-3.9902,222.8624,-3.7607,37.0030,14.5070
13.87,"","","",214.1690,-3.8996,222.8972,-3.6667,37.0010,14.5150
13.90,"","","",214.1799,-3.8089,222.8972,-3.4787,37.0000,14.5270
13.93,"","","",214.1745,-3.7182,222.9160,-3.4787,36.9980,14.5870
13.97,"","","",214.1618,-3.6275,222.9236,-3.4787,36.9980,14.5970
14.00,"","","",214.1500,-3.5368,222.9038,-3.3847,36.9990,14.6170
14.03,"","","",214.1436,-3.3554,222.8728,-3.2906,36.9990,14.6240
14.07,"","","",214.1364,-3.2647,222.8859,-3.2906,37.0000,14.6290
14.10,"","","",214.1572,-3.1741,222.9047,-3.2906,37.0000,14.6240
14.13,"","","",214.1817,-3.0834,222.9386,-3.2906,37.0000,14.5920
14.17,"","","",214.2089,-2.9927,222.9809,-3.1966,36.9990,14.6300
14.20,"","","",214.2171,-2.8113,222.9565,-3.1966,37.0010,14.5850
14.23,"","","",214.1835,-2.6299,222.9189,-3.1026,37.0000,14.5920
14.27,"","","",214.1591,-2.4486,222.8653,-2.9146,37.0020,14.5240
14.30,"","","",214.1727,-2.2672,222.8925,-2.8205,37.0010,14.5310
14.33,"","","",214.2162,-2.2672,222.9104,-2.7265,37.0000,14.5090
14.37,"","","",214.2398,-2.2672,222.8963,-2.5385,36.9990,14.5580
14.40,"","","",214.2289,-2.2672,222.8709,-2.3505,36.9990,14.5710
14.43,"","","",214.1763,-2.1765,222.8906,-2.0684,37.0000,14.5530
14.47,"","","",214.1518,-2.1765,222.9254,-1.8804,37.0010,14.5300
14.50,"","","",214.1781,-2.1765,222.9348,-1.7863,37.0010,14.4960
14.53,"","","",214.2398,-2.1765,222.9141,-1.6923,37.0000,14.5180
14.57,"","","",214.2307,-2.0858,222.9330,-1.6923,37.0000,14.4920
14.60,"","","",214.2307,-1.9044,222.9480,-1.7863,36.9990,14.5300
14.63,"","","",214.2534,-1.9951,222.9170,-1.7863,36.9990,14.5660
14.67,"","","",214.2933,-2.1765,222.9442,-1.6923,36.9990,14.5820
14.70,"","","",214.2987,-2.2672,222.9630,-1.5983,37.0000,14.5620
14.73,"","","",214.2824,-2.2672,222.9217,-1.4103,37.0010,14.5340
14.77,"","","",214.2434,-2.1765,222.8944,-1.2222,37.0010,14.5010
14.80,"","","",214.2416,-2.0858,222.8803,-0.9402,37.0010,14.4790
14.83,"","","",214.2552,-2.1765,222.8643,-0.6581,36.9990,14.5230
14.87,"","","",214.2262,-2.0858,222.8728,-0.5641,36.9990,14.5350
14.90,"","","",214.2298,-1.9044,222.8963,-0.5641,36.9990,14.5670
14.93,"","","",214.2380,-1.8137,222.9659,-0.7521,37.0000,14.5750
14.97,"","","",214.2416,-1.7231,222.9000,-0.5641,37.0000,14.5810
15.00,"","","",214.2470,-1.7231,222.9574,-0.5641,37.0020,14.5260
15.03,"","","",214.2370,-1.6324,222.9527,-0.5641,37.0030,14.4800
15.07,"","","",214.2479,-1.6324,222.9565,-0.4701,37.0020,14.4790
15.10,"","","",214.2334,-1.5417,223.0016,-0.5641,37.0010,14.4700
15.13,"","","",214.2080,-1.3603,222.9226,-0.4701,37.0010,14.4200
15.17,"","","",214.2370,-1.2696,222.9283,-0.3761,37.0010,14.3940
15.20,"","","",214.2906,-1.3603,222.9179,-0.3761,37.0020,14.3600
15.23,"","","",214.3042,-1.4510,222.9518,-0.3761,37.0000,14.3870
15.27,"","","",214.2824,-1.4510,222.9489,-0.4701,36.9990,14.4240
15.30,"","","",214.2606,-1.4510,222.9659,-0.5641,36.9980,14.4440
15.33,"","","",214.2253,-1.2696,222.9395,-0.5641,36.9990,14.4670
15.37,"","","",214.1908,-1.0882,222.9264,-0.4701,36.9990,14.4850
15.40,"","","",214.2207,-0.9069,222.9283,-0.3761,36.9990,14.5030
15.43,"","","",214.1990,-0.6348,222.9236,-0.3761,37.0010,14.4680
15.47,"","","",214.1845,-0.4534,222.9508,-0.3761,37.0000,14.4600
15.50,"","","",214.2180,-0.4534,222.9320,-0.5641,37.0010,14.4290
15.53,"","","",214.2679,-0.4534,222.9198,-0.5641,37.0000,14.4280
15.57,"","","",214.2842,-0.4534,222.9377,-0.5641,37.0000,14.4560
15.60,"","","",214.2896,-0.4534,222.9245,-0.4701,37.0010,14.4270
15.63,"","","",214.2969,-0.4534,222.9546,-0.4701,37.0010,14.3780
15.67,"","","",214.2770,-0.4534,222.9715,-0.5641,37.0010,14.3700
15.70,"","","",214.2262,-0.4534,222.9640,-0.5641,37.0000,14.3500
15.73,"","","",214.2343,-0.3627,222.9612,-0.4701,37.0010,14.3340
15.77,"","","",214.2543,-0.2721,222.9179,-0.3761,37.0000,14.3530
15.80,"","","",214.2507,-0.0907,222.9085,-0.2821,36.9990,14.3700
15.83,"","","",214.2597,0.0000,222.9226,-0.2821,37.0000,14.3720
15.87,"","","",214.2751,0.0000,222.9123,-0.1880,37.0000,14.3930
15.90,"","","",214.2488,0.0000,222.9179,-0.1880,36.9980,14.4500
15.93,"","","",214.1953,0.1814,222.9555,-0.2821,37.0000,14.4500
15.97,"","","",214.2162,0.1814,222.9894,-0.3761,37.0010,14.4100
16.00,"","","",214.2715,0.0907,222.9292,-0.3761,37.0000,14.3980
16.03,"","","",214.2815,-0.0907,222.8822,-0.2821,37.0010,14.3740
16.07,"","","",214.2543,-0.1814,222.8982,-0.1880,37.0020,14.3450
16.10,"","","",214.2325,-0.1814,222.9019,-0.0940,37.0010,14.3330
16.13,"","","",214.2180,-0.0907,222.8690,0.0940,37.0010,14.3120
16.17,"","","",214.1881,0.0000,222.8803,0.3761,36.9970,14.3840
16.20,"","","",214.1854,0.0907,222.8953,0.4701,36.9970,14.4040
16.23,"","","",214.1944,0.2721,222.9424,0.5641,36.9990,14.4130
16.27,"","","",214.1781,0.3627,222.9386,0.4701,36.9990,14.4330
16.30,"","","",214.1727,0.4534,222.8982,0.6581,36.9990,14.4740
16.33,"","","",214.1826,0.5441,222.8737,0.6581,36.9980,14.5000
16.37,"","","",214.2089,0.6348,222.8474,0.7521,36.9980,14.5300
16.40,"","","",214.2271,0.6348,222.8859,0.8462,37.0000,14.5250
16.43,"","","",214.1990,0.7255,222.9047,0.6581,37.0000,14.5340
16.47,"","","",214.1527,0.9069,222.8361,0.8462,37.0000,14.5440
16.50,"","","",214.1464,1.0882,222.8342,1.0342,37.0020,14.4980
16.53,"","","",214.1355,1.0882,222.8502,1.1282,37.0040,14.4400
16.57,"","","",214.1418,1.0882,222.8004,1.3163,37.0030,14.4230
16.60,"","","",214.1845,1.0882,222.8408,1.3163,37.0030,14.4080
16.63,"","","",214.1971,0.9976,222.8671,1.3163,37.0030,14.3770
16.67,"","","",214.1772,1.0882,222.8154,1.4103,37.0020,14.3700
16.70,"","","",214.1772,1.2696,222.8812,1.4103,37.0020,14.3390
16.73,"","","",214.2162,1.2696,222.8352,1.5043,37.0000,14.3530
16.77,"","","",214.2289,1.2696,222.8333,1.5983,37.0000,14.3520
16.80,"","","",214.2098,1.3603,222.8747,1.5043,37.0000,14.3370
16.83,"","","",214.1772,1.3603,222.8624,1.5043,37.0010,14.3000
16.87,"","","",214.1636,1.3603,222.8624,1.5983,37.0000,14.3250
16.90,"","","",214.1690,1.3603,222.8173,1.5983,37.0000,14.3360
16.93,"","","",214.1763,1.2696,222.7731,1.7863,36.9990,14.3860
16.97,"","","",214.1881,1.1789,222.7759,1.8804,37.0010,14.3490
17.00,"","","",214.2008,0.9976,222.8389,1.7863,37.0000,14.3700
17.03,"","","",214.1863,0.9976,222.8277,1.6923,37.0000,14.3680
17.07,"","","",214.1654,0.9976,222.8474,1.5983,36.9980,14.4030
17.10,"","","",214.1582,0.9976,222.8314,1.5983,36.9980,14.4200
17.13,"","","",214.1337,0.9976,222.7863,1.6923,37.0010,14.3710
17.17,"","","",214.1074,1.0882,222.7675,1.6923,37.0020,14.3340
17.20,"","","",214.0929,1.0882,222.7383,1.8804,37.0010,14.3250
17.23,"","","",214.0657,1.1789,222.7459,1.9744,37.0010,14.2780
17.27,"","","",214.0330,1.4510,222.7637,1.9744,37.0010,14.2680
17.30,"","","",214.0267,1.6324,222.7712,1.7863,37.0010,14.2550
17.33,"","","",214.0520,1.7231,222.7882,1.7863,37.0010,14.2290
17.37,"","","",214.0348,1.7231,222.8371,1.6923,36.9990,14.2640
17.40,"","","",214.0049,1.8137,222.8568,1.5983,36.9980,14.2900
17.43,"","","",213.9985,1.9951,222.8004,1.5043,36.9990,14.2950
17.47,"","","",214.0194,2.0858,222.7618,1.5983,36.9980,14.3700
17.50,"","","",214.0493,2.1765,222.7900,1.5983,36.9990,14.3760
17.53,"","","",214.0321,2.3579,222.8258,1.5043,36.9990,14.4030
17.57,"","","",214.0285,2.4486,222.7900,1.3163,37.0000,14.4120
17.60,"","","",214.0539,2.5392,222.7647,1.2222,37.0010,14.3600
17.63,"","","",214.0430,2.5392,222.7665,1.2222,37.0010,14.3420
17.67,"","","",214.0484,2.6299,222.7515,1.2222,36.9990,14.3860
17.70,"","","",214.0611,2.5392,222.7440,1.3163,37.0000,14.3730
17.73,"","","",214.0439,2.5392,222.7261,1.3163,37.0000,14.3830
17.77,"","","",214.0675,2.4486,222.7073,1.3163,37.0010,14.3420
17.80,"","","",214.0729,2.4486,222.6960,1.4103,37.0010,14.3230
17.83,"","","",214.0384,2.5392,222.6537,1.6923,37.0020,14.2830
17.87,"","","",214.0076,2.6299,222.6650,1.7863,37.0000,14.2950
17.90,"","","",214.0312,2.7206,222.6659,1.9744,37.0000,14.2900
17.93,"","","",214.0484,2.6299,222.6641,2.1624,37.0000,14.3000
17.97,"","","",214.0339,2.6299,222.6443,2.2564,37.0000,14.2960
18.00,"","","",214.0339,2.5392,222.6678,2.3505,37.0000,14.3040
18.03,"","","",214.0140,2.5392,222.6970,2.3505,37.0000,14.3370
18.07,"","","",214.0049,2.4486,222.6941,2.3505,37.0010,14.2790
18.10,"","","",213.9976,2.2672,222.7440,2.2564,37.0010,14.2810
18.13,"","","",213.9895,2.1765,222.7186,2.0684,36.9990,14.3160
18.17,"","","",213.9985,2.1765,222.6396,2.1624,36.9980,14.3460
18.20,"","","",213.9831,2.0858,222.5719,2.2564,36.9990,14.3590
18.23,"","","",213.9487,2.0858,222.5823,2.4445,37.0000,14.3820
18.27,"","","",213.9405,2.0858,222.5823,2.6325,37.0010,14.3340
18.30,"","","",213.9496,1.9951,222.5935,2.8205,37.0010,14.3200
18.33,"","","",213.9405,1.9044,222.6011,2.9146,37.0010,14.2960
18.37,"","","",213.8988,1.9044,222.5954,2.9146,36.9990,14.3310
18.40,"","","",213.8779,1.9044,222.6255,2.9146,36.9990,14.3540
18.43,"ILOff","Both","Illumination off",213.8634,1.9044,222.6011,2.8205,36.9990,14.3670
18.47,"","","",213.8471,1.9951,222.5719,2.9146,36.9990,14.3930
18.50,"","","",213.8435,2.1765,222.5888,3.0086,37.0000,14.4180
18.53,"","","",213.8389,2.2672,222.6077,3.1026,37.0000,14.4160
18.57,"","","",213.8371,2.4486,222.6208,3.1966,37.0010,14.3750
18.60,"","","",213.8779,2.5392,222.5794,3.2906,37.0010,14.3780
18.63,"","","",213.8943,2.6299,222.5287,3.3847,37.0000,14.3760
18.67,"","","",213.8879,2.7206,222.5287,3.4787,37.0010,14.3460
18.70,"","","",213.9033,2.7206,222.4911,3.4787,37.0010,14.3110
18.73,"","","",213.8580,2.9020,222.4563,3.5727,36.9990,14.3400
18.77,"","","",213.8253,3.0834,222.4704,3.5727,37.0010,14.3120
18.80,"","","",213.8144,3.2647,222.5277,3.5727,36.9990,14.3490
18.83,"","","",213.8280,3.3554,222.5465,3.4787,36.9990,14.3750
18.87,"","","",213.8308,3.4461,222.5456,3.2906,36.9990,14.3940
18.90,"","","",213.8208,3.5368,222.5287,3.1966,37.0020,14.3400
18.93,"","","",213.8253,3.5368,222.5541,3.0086,37.0020,14.3170
18.97,"","","",213.7981,3.6275,222.5851,2.8205,37.0000,14.3330
19.00,"","","",213.7546,3.7182,222.5625,2.6325,37.0000,14.3250
19.03,"","","",213.7591,3.8089,222.4948,2.6325,37.0000,14.3060
19.07,"","","",213.7755,3.8089,222.4882,2.5385,37.0010,14.2650
19.10,"","","",213.7954,3.7182,222.5014,2.5385,37.0000,14.2880
19.13,"","","",213.8054,3.6275,222.4619,2.5385,37.0010,14.2650
19.17,"","","",213.7845,3.5368,222.3895,2.8205,37.0000,14.2790
19.20,"","","",213.7628,3.6275,222.3726,3.0086,36.9990,14.3170
19.23,"","","",213.7618,3.5368,222.3942,3.1966,36.9980,14.3460
19.27,"","","",213.7609,3.4461,222.4083,3.2906,37.0000,14.3330
19.30,"","","",213.7691,3.3554,222.4647,3.2906,37.0000,14.3450
19.33,"","","",213.7337,3.2647,222.4591,3.1966,37.0010,14.2960
19.37,"","","",213.7365,3.1741,222.3886,3.1966,37.0010,14.2780
19.40,"","","",213.7455,3.0834,222.3698,3.2906,37.0020,14.2400
19.43,"","","",213.7446,2.9927,222.3679,3.1966,37.0020,14.2080
19.47,"","","",213.7156,2.9020,222.3867,3.0086,37.0020,14.1860
19.50,"","","",213.6956,2.9020,222.4234,3.0086,37.0020,14.1690
19.53,"","","",213.7446,2.7206,222.3829,3.1026,37.0000,14.1830
19.57,"","","",213.7809,2.5392,222.4130,3.1026,37.0000,14.1970
19.60,"","","",213.7764,2.3579,222.4027,3.1026,36.9980,14.2540
19.63,"","","",213.7646,2.1765,222.3989,3.1026,36.9980,14.2840
19.67,"","","",213.7111,2.0858,222.3491,3.1966,37.0000,14.2680
19.70,"","","",213.6975,2.0858,222.3049,3.2906,37.0000,14.2360
19.73,"","","",213.6929,2.1765,222.2889,3.3847,37.0010,14.2080
19.77,"","","",213.6848,2.1765,222.3209,3.3847,37.0000,14.1910
19.80,"","","",213.7029,2.2672,222.3040,3.4787,36.9990,14.2240
19.83,"","","",213.6984,2.2672,222.2814,3.5727,36.9990,14.2690
19.87,"","","",213.6485,2.4486,222.2664,3.5727,37.0000,14.2730
19.90,"","","",213.5759,2.6299,222.3068,3.4787,36.9990,14.3030
19.93,"","","",213.5841,2.8113,222.2946,3.3847,37.0000,14.2850
19.97,"","","",213.6013,2.8113,222.2692,3.4787,37.0010,14.2580
20.00,"","","",213.5569,2.9020,222.2024,3.6667,37.0000,14.2310
20.03,"","","",213.5242,2.9927,222.1780,3.9488,37.0000,14.2300
20.07,"","","",213.5270,3.1741,222.2175,4.2308,37.0000,14.2220
20.10,"","","",213.5496,3.2647,222.2118,4.4189,37.0000,14.2350
20.13,"","","",213.5560,3.4461,222.1902,4.5129,36.9990,14.2550
20.17,"","","",213.5360,3.5368,222.1921,4.5129,36.9990,14.3050
20.20,"","","",213.5442,3.6275,222.2241,4.5129,36.9990,14.3190
20.23,"","","",213.5651,3.6275,222.2335,4.4189,36.9990,14.3350
20.27,"","","",213.5778,3.5368,222.2325,4.2308,37.0000,14.3160
20.30,"","","",213.5460,3.6275,222.1912,4.0428,37.0000,14.3280
20.33,"","","",213.5279,3.7182,222.1817,3.9488,37.0000,14.3120
20.37,"","","",213.5451,3.8089,222.1601,3.9488,37.0010,14.2940
20.40,"","","",213.5623,3.8089,222.2156,3.8547,37.0000,14.2940
20.43,"","","",213.5270,3.8089,222.1658,3.7607,37.0000,14.2840
20.47,"","","",213.4762,3.8996,222.1451,3.7607,37.0010,14.2620
20.50,"","","",213.4698,3.9902,222.0858,3.9488,37.0000,14.2340
20.53,"","","",213.4898,3.9902,222.0906,4.1368,37.0010,14.2010
20.57,"","","",213.4862,3.9902,222.0943,4.3248,37.0000,14.2190
20.60,"","","",213.4653,4.0809,222.0849,4.4189,37.0010,14.1880
20.63,"","","",213.4526,4.0809,222.0529,4.4189,37.0000,14.1790
20.67,"","","",213.4535,4.1716,222.0924,4.3248,36.9980,14.2390
20.70,"","","",213.4490,4.1716,222.0680,4.4189,36.9980,14.2600
20.73,"","","",213.4608,4.1716,222.0661,4.4189,36.9980,14.2960
20.77,"","","",213.4716,4.0809,222.0811,4.5129,36.9990,14.2880
20.80,"","","",213.4363,4.0809,222.1075,4.4189,37.0000,14.2650
20.83,"","","",213.4127,4.1716,222.1018,4.2308,36.9980,14.3190
20.87,"","","",213.4209,4.0809,222.0755,4.1368,37.0010,14.2580
20.90,"","","",213.4435,3.8996,222.0492,4.0428,37.0010,14.2480
20.93,"","","",213.4390,3.7182,222.0482,3.8547,36.9990,14.2840
20.97,"","","",213.4073,3.5368,222.0379,3.7607,37.0000,14.2580
21.00,"","","",213.4027,3.4461,222.0285,3.6667,37.0000,14.2470
21.03,"","","",213.3773,3.4461,221.9805,3.7607,37.0000,14.2360
21.07,"","","",213.3864,3.3554,221.9505,3.8547,37.0000,14.2350
21.10,"","","",213.3701,3.2647,221.9749,3.8547,37.0000,14.2180
21.13,"","","",213.3465,3.1741,221.9824,3.8547,36.9990,14.2550
21.17,"","","",213.3066,3.0834,221.9232,3.9488,37.0000,14.2890
21.20,"","","",213.2812,3.1741,221.9326,4.0428,37.0000,14.2720
21.23,"","","",213.3084,3.3554,221.8847,4.1368,36.9990,14.3000
21.27,"","","",213.3002,3.4461,221.8470,4.2308,36.9980,14.3220
21.30,"","","",213.2848,3.4461,221.8705,4.3248,37.0000,14.3300
21.33,"","","",213.3012,3.5368,221.8687,4.5129,37.0010,14.2880
21.37,"","","",213.3229,3.6275,221.8875,4.7009,37.0010,14.2630
21.40,"","","",213.3383,3.7182,221.8376,4.7949,37.0020,14.2160
21.43,"","","",213.3002,3.7182,221.8574,4.8889,37.0030,14.1920
21.47,"","","",213.2640,3.8089,221.8132,5.0770,37.0020,14.1660
21.50,"","","",213.2268,3.9902,221.8339,5.1710,37.0020,14.1460
21.53,"","","",213.1987,4.0809,221.8931,5.0770,37.0020,14.1130
21.57,"","","",213.2068,4.1716,221.9185,4.7949,37.0000,14.1220
21.60,"","","",213.2350,4.1716,221.8696,4.7009,36.9990,14.1600
21.63,"","","",213.2295,4.1716,221.8339,4.7009,36.9990,14.1760
21.67,"","","",213.2087,4.1716,221.8480,4.6069,36.9990,14.2060
21.70,"","","",213.2014,4.1716,221.8085,4.6069,36.9990,14.2110
21.73,"","","",213.2096,4.0809,221.7906,4.5129,37.0000,14.2260
21.77,"","","",213.2495,3.9902,221.7558,4.5129,37.0010,14.1850
21.80,"","","",213.2077,3.9902,221.7953,4.5129,37.0010,14.1570
21.83,"","","",213.1570,4.1716,221.7803,4.5129,37.0000,14.1560
21.87,"","","",213.1361,4.1716,221.7699,4.6069,36.9990,14.1960
21.90,"","","",213.1443,4.2623,221.7361,4.7009,36.9990,14.2230
21.93,"","","",213.1905,4.1716,221.7295,4.7009,36.9990,14.2450
21.97,"","","",213.1688,4.1716,221.7624,4.7949,37.0000,14.2310
22.00,"","","",213.1252,4.2623,221.7483,4.7009,37.0000,14.2460
22.03,"","","",213.1089,4.2623,221.7135,4.7009,37.0010,14.2200
22.07,"","","",213.0953,4.3530,221.6900,4.7949,37.0010,14.2060
22.10,"","","",213.0799,4.3530,221.6947,4.7949,37.0010,14.1710
22.13,"","","",213.0826,4.3530,221.7107,4.6069,37.0000,14.1510
22.17,"","","",213.0998,4.3530,221.7154,4.4189,37.0010,14.1010
22.20,"","","",213.0917,4.3530,221.6844,4.3248,37.0010,14.0920
22.23,"","","",213.0554,4.2623,221.6223,4.3248,37.0000,14.1080
22.27,"","","",213.0481,4.2623,221.6205,4.3248,36.9980,14.1610
22.30,"","","",213.0454,4.2623,221.5988,4.3248,36.9990,14.1630
22.33,"","","",213.0717,4.1716,221.6120,4.3248,36.9980,14.2180
22.37,"","","",213.0590,4.0809,221.6280,4.2308,36.9990,14.2210
22.40,"","","",213.0445,3.9902,221.6205,4.3248,37.0010,14.1740
22.43,"","","",213.0636,3.8996,221.6562,4.1368,37.0010,14.1290
22.47,"","","",213.0808,3.8089,221.6261,4.0428,37.0010,14.1300
22.50,"","","",213.0563,3.8089,221.6374,4.0428,36.9990,14.1760
22.53,"","","",213.0899,3.7182,221.5998,3.9488,36.9990,14.1860
22.57,"","","",213.1035,3.5368,221.6045,3.9488,37.0000,14.1790
22.60,"","","",213.0490,3.5368,221.5847,4.1368,37.0000,14.1880
22.63,"","","",213.0146,3.5368,221.6073,4.1368,36.9990,14.2340
22.67,"","","",212.9974,3.5368,221.6017,4.0428,37.0010,14.2020
22.70,"","","",212.9602,3.4461,221.5556,4.0428,37.0010,14.1870
22.73,"","","",212.9429,3.4461,221.5443,4.1368,37.0010,14.1530
22.77,"","","",212.9275,3.4461,221.5255,4.2308,37.0000,14.1470
22.80,"","","",212.9275,3.5368,221.5340,4.3248,36.9990,14.1840
22.83,"","","",212.8885,3.6275,221.5274,4.4189,36.9980,14.2110
22.87,"","","",212.8985,3.8089,221.5208,4.3248,37.0000,14.2060
22.90,"","","",212.9420,3.8996,221.4634,4.2308,37.0010,14.1790
22.93,"","","",212.9593,3.8089,221.4155,4.3248,37.0020,14.1340
22.97,"","","",212.9620,3.7182,221.4202,4.4189,37.0000,14.1400
23.00,"","","",212.9302,3.7182,221.4089,4.4189,37.0000,14.1490
23.03,"","","",212.8786,3.7182,221.4155,4.5129,37.0000,14.1430
